FIS_001_mask_def 1.000000 0.000000 
FIS_004_mask_def 2.000000 254.000000 
FIS_005_mask_def 2.000000 491.000000 
FIS_006_mask_def 1.000000 0.000000 
FIS_007_mask_def 1.000000 0.000000 
FIS_012_mask_def 1.000000 0.000000 
FIS_013_mask_def 1.000000 0.000000 
FIS_014_mask_def 2.000000 4.000000 
FIS_017_mask_def 1.000000 0.000000 
FIS_019_mask_def 2.000000 169.000000 
FIS_020_mask_def 2.000000 87.000000 
FIS_021_mask_def 1.000000 0.000000 
FIS_024_mask_def 1.000000 0.000000 
FIS_025_mask_def 1.000000 0.000000 
FIS_028_mask_def 1.000000 0.000000 
FIS_031_mask_def 2.000000 465.000000 
FIS_032_mask_def 1.000000 0.000000 
FIS_033_mask_def 1.000000 0.000000 
FIS_037_mask_def 2.000000 619.000000 
FIS_039_mask_def 2.000000 167.000000 
FIS_041_mask_def 2.000000 470.000000 
FIS_042_mask_def 1.000000 0.000000 
FIS_043_mask_def 2.000000 5342.000000 
FIS_044_mask_def 2.000000 170.000000 
FIS_046_mask_def 2.000000 2845.000000 
FIS_055_mask_def 1.000000 0.000000 
FIS_059_mask_def 1.000000 0.000000 
FIS_061_mask_def 2.000000 203.000000 
FIS_066_mask_def 2.000000 40.000000 
FIS_067_mask_def 2.000000 359.000000 
FIS_068_mask_def 1.000000 0.000000 
FIS_071_mask_def 2.000000 445.000000 
FIS_072_mask_def 1.000000 0.000000 
FIS_075_mask_def 2.000000 96.000000 
FIS_078_mask_def 1.000000 0.000000 
FIS_082_mask_def 2.000000 33.000000 
FIS_084_mask_def 1.000000 0.000000 
FIS_086_mask_def 1.000000 0.000000 
FIS_088_mask_def 2.000000 148.000000 
FIS_090_mask_def 1.000000 0.000000 
FIS_093_mask_def 2.000000 122.000000 
FIS_094_mask_def 2.000000 46.000000 
FIS_095_mask_def 1.000000 0.000000 
FIS_096_mask_def 2.000000 863.000000 
FIS_097_mask_def 1.000000 0.000000 
FIS_098_mask_def 2.000000 55.000000 
FIS_099_mask_def 1.000000 0.000000 
FIS_102_mask_def 2.000000 1619.000000 
FIS_103_mask_def 2.000000 784.000000 
FIS_104_mask_def 1.000000 0.000000 
FIS_105_mask_def 2.000000 3.000000 
FIS_107_mask_def 1.000000 0.000000 
FIS_110_mask_def 2.000000 1.000000 
FIS_113_mask_def 2.000000 31.000000 
FIS_116_mask_def 2.000000 82.000000 
FIS_117_mask_def 2.000000 361.000000 
FIS_118_mask_def 1.000000 0.000000 
FIS_119_mask_def 2.000000 18.000000 
FIS_122_mask_def 1.000000 0.000000 
FIS_124_mask_def 2.000000 69.000000 
FIS_127_mask_def 2.000000 152.000000 
FIS_128_mask_def 1.000000 0.000000 
REHEM_03_mask_def 1.000000 0.000000 
REHEM_08_mask_def 1.000000 0.000000 
REHEM_101_mask_def 1.000000 0.000000 
REHEM_102_mask_def 1.000000 0.000000 
REHEM_104_mask_def 1.000000 0.000000 
REHEM_105_mask_def 1.000000 0.000000 
REHEM_106_mask_def 1.000000 0.000000 
REHEM_107_mask_def 1.000000 0.000000 
REHEM_108_mask_def 1.000000 0.000000 
REHEM_110_mask_def 1.000000 0.000000 
REHEM_111_mask_def 1.000000 0.000000 
REHEM_113_mask_def 1.000000 0.000000 
REHEM_117_mask_def 1.000000 0.000000 
REHEM_118_mask_def 1.000000 0.000000 
REHEM_120_mask_def 1.000000 0.000000 
REHEM_121_mask_def 1.000000 0.000000 
REHEM_12_mask_def 1.000000 0.000000 
REHEM_13_mask_def 1.000000 0.000000 
REHEM_15_mask_def 2.000000 661.000000 
REHEM_16_mask_def 1.000000 0.000000 
REHEM_18_mask_def 1.000000 0.000000 
REHEM_20_mask_def 2.000000 1.000000 
REHEM_21_mask_def 2.000000 431.000000 
REHEM_22_mask_def 2.000000 158.000000 
REHEM_23_mask_def 1.000000 0.000000 
REHEM_34_mask_def 1.000000 0.000000 
REHEM_35_mask_def 1.000000 0.000000 
REHEM_36_mask_def 1.000000 0.000000 
REHEM_37_mask_def 1.000000 0.000000 
REHEM_39_mask_def 2.000000 36.000000 
REHEM_40_mask_def 1.000000 0.000000 
REHEM_41_mask_def 2.000000 6.000000 
REHEM_42_mask_def 1.000000 0.000000 
REHEM_46_mask_def 2.000000 125.000000 
REHEM_55_mask_def 1.000000 0.000000 
REHEM_58_mask_def 1.000000 0.000000 
REHEM_59_mask_def 1.000000 0.000000 
REHEM_60_mask_def 1.000000 0.000000 
REHEM_63_mask_def 2.000000 20.000000 
REHEM_67_mask_def 1.000000 0.000000 
REHEM_68_mask_def 1.000000 0.000000 
REHEM_70_mask_def 2.000000 4.000000 
REHEM_74_mask_def 1.000000 0.000000 
REHEM_75_mask_def 1.000000 0.000000 
REHEM_79_mask_def 1.000000 0.000000 
REHEM_80_mask_def 1.000000 0.000000 
REHEM_81_mask_def 1.000000 0.000000 
REHEM_82_mask_def 1.000000 0.000000 
REHEM_84_mask_def 1.000000 0.000000 
REHEM_86_mask_def 1.000000 0.000000 
REHEM_87_mask_def 1.000000 0.000000 
REHEM_88_mask_def 1.000000 0.000000 
REHEM_95_mask_def 1.000000 0.000000 
REHEM_97_mask_def 1.000000 0.000000 
REHEM_99_mask_def 1.000000 0.000000 
